DOI,Publication Year,Title,Primary,Countries,Pathogens
10.3201/eid3014.240056,2024,"Scrub Typhus Outbreak among Soldiers in Coastal Training Area, Australia, 2022",,,
10.3201/eid3014.240303,2024,"Respiratory Disease Surveillance in the Middle East and Latin America during the COVID-19 Pandemic, 2020-2022",,,
10.3201/eid3014.240370,2024,"Genomic Epidemiology of Multidrug-Resistant Escherichia coli and Klebsiella pneumoniae in Kenya, Uganda, and Jordan",,,
10.3201/eid3014.240832,2024,Redesigning Surveillance through the Global Emerging Infections Surveillance Program,,,
10.3201/eid3014.240306,2024,Next-Generation Sequencing and Bioinformatics Consortium Approach to Genomic Surveillance,,,
10.3201/eid3012.240646,2024,"Heartland Virus Infection in Elderly Patient Initially Suspected of Having Ehrlichiosis, North Carolina, USA",,,
10.3201/eid3012.240154,2024,"Highly Pathogenic Avian Influenza A(H5N1) Virus Infection in Cats, South Korea, 2023",,,
10.3201/eid3012.240919,2024,"Incursion of Novel Eurasian Low Pathogenicity Avian Influenza H5 Virus, Australia, 2023",,,
10.3201/eid3101.240915,2025,"Equine Encephalomyelitis Outbreak, Uruguay, 2023-2024",Yes,Uruguay,Eastern equine encephalitis virus
10.3201/eid3012.241226,2024,"Mpox Vaccine Acceptance, Democratic Republic of the Congo",,,
10.3201/eid3011.240198,2024,Estimating Underdetection of Foodborne Disease Outbreaks,,,
10.3201/eid3011.241001,2024,"Wastewater Surveillance for Norovirus, California, USA",,,
10.3201/eid3011.241351,2024,Estimating Underdetection of Foodborne Disease Outbreaks (Response),,,
10.3201/eid3011.240293,2024,Conceptual Framework for Community-Based Prevention of Brown Dog Tick-Associated Rocky Mountain Spotted Fever,,,
10.3201/eid3011.231667,2024,"Epidemiology of Streptococcus pyogenes Disease before, during, and after COVID-19 Pandemic, Germany, 2005-2023",,,
10.3201/eid3011.240545,2024,"Detection in Orchards of Predominant Azole-Resistant Candida tropicalis Genotype Causing Human Candidemia, Taiwan",,,
10.3201/eid3011.240912,2024,"Transmission of Severe Fever with Thrombocytopenia Syndrome Virus to Human from Nonindigenous Tick Host, Japan",,,
10.3201/eid3011.231650,2024,Rapid Decision Algorithm for Patient Triage during Ebola Outbreaks,,,
10.3201/eid3011.240549,2024,"Clinical and Molecular Characterization of Human Burkholderia mallei Infection, Brazil",,,
10.3201/eid3011.231582,2024,"Spatiotemporal Ecologic Analysis of COVID-19 Vaccination Coverage and Outcomes, Oklahoma, USA, February 2020-December 2021",,,
10.3201/eid3011.240043,2024,"Quantitative SARS-CoV-2 Spike Receptor-Binding Domain and Neutralizing Antibody Titers in Previously Infected Persons, United States, January 2021-February 2022",,,
10.3201/eid3011.231416,2024,Flexible Development Programs for Antibacterial Drugs to Address Unmet Medical Needs,,,
10.3201/eid3011.240495,2024,"Environmental Vibrio cholerae Strains Harboring Cholera Toxin and Vibrio Pathogenicity Island 1, Nigeria, 2008-2015",,,
10.3201/eid3011.231393,2024,"Prevalence of Pertactin-Deficient Bordetella pertussis Isolates, Slovenia",,,
10.3201/eid3011.240375,2024,"Estimating Influenza Illnesses Averted by Year-Round and Seasonal Campaign Vaccination for Young Children, Kenya",,,
10.3201/eid3011.240459,2024,"Extrapulmonary Mycobacterium abscessus Infections, France, 2012-2020(1)",,,
10.3201/eid3011.240687,2024,"Clinical and Genomic Epidemiology of Coxsackievirus A21 and Enterovirus D68 in Homeless Shelters, King County, Washington, USA, 2019-2021",,,
10.3201/eid3011.241000,2024,"Genomic Epidemiology of Human Respiratory Syncytial Virus, Minnesota, USA, July 2023-February 2024",,,
10.3201/eid3011.240072,2024,"Computerized Decision Support Systems Informing Community-Acquired Pneumonia Surveillance, France, 2017-2023",,,
10.3201/eid3011.240638,2024,"SARS-CoV-2 Infection in School Settings, Okinawa Prefecture, Japan, 2021-2022",,,
10.3201/eid3011.240771,2024,"Wastewater Surveillance for Poliovirus in Selected Jurisdictions, United States, 2022-2023",,,
10.3201/eid3011.240172,2024,"Vibrio parahaemolyticus Foodborne Illness Associated with Oysters, Australia, 2021-2022",,,
10.3201/eid3011.240329,2024,"Mortality Rates after Tuberculosis Treatment, Georgia, USA, 2008-2019",,,
10.3201/eid3011.241331,2024,"Mpox Hepatic and Pulmonary Lesions in HIV/Hepatitis B Virus Co-Infected Patient, France",,,
10.3201/eid3011.241034,2024,Suspected Acute Pulmonary Coccidioidomycosis in Traveler Returning to Switzerland from Peru,,,
10.3201/eid3011.241068,2024,"Invasive Group A Streptococcus Hypervirulent M1(UK) Clone, Canada, 2018-2023",,,
10.3201/eid3011.240708,2024,Iquitos Virus in Traveler Returning to the United States from Ecuador,,,
10.3201/eid3011.231760,2024,"Rocky Mountain Spotted Fever in Children along the US‒Mexico Border, 2017-2023",,,
10.3201/eid3011.240499,2024,"Evidence of Human Bourbon Virus Infections, North Carolina, USA",,,
10.3201/eid3011.241031,2024,"Dengue Outbreak Caused by Multiple Virus Serotypes and Lineages, Colombia, 2023-2024",,,
10.3201/eid3011.240892,2024,"Antiviral Susceptibility of Swine-Origin Influenza A Viruses Isolated from Humans, United States",,,
10.3201/eid3011.240610,2024,"Risk for Facial Palsy after COVID-19 Vaccination, South Korea, 2021-2022",,,
10.3201/eid3012.241470,2024,"Replication-Competent Oropouche Virus in Semen of Traveler Returning to Italy from Cuba, 2024",,,
10.3201/eid3011.241120,2024,Analysis of Monkeypox Virus Exposures and Lesions by Anatomic Site,,,
10.3201/eid3011.240772,2024,Influenza A(H5N1) Virus Resilience in Milk after Thermal Inactivation,,,
10.3201/eid3011.240405,2024,"Co-Circulation of 2 Oropouche Virus Lineages, Amazon Basin, Colombia, 2024",,,
10.3201/eid3011.241220,2024,"Reemergence of Oropouche Virus in the Americas and Risk for Spread in the United States and Its Territories, 2024",,,
10.3201/eid3010.240264,2024,"Rift Valley Fever Epizootic, Rwanda, 2022",,,
10.3201/eid3010.240866,2024,"Autochthonous Human Babesia divergens Infection, England",,,
10.3201/eid3010.240397,2024,"Bartonella spp. in Phlebotominae Sand Flies, Brazil",,,
10.3201/eid3010.231509,2024,"Campylobacteriosis Outbreak Linked to Municipal Water, Nebraska, USA, 2021(1)",,,
10.3201/eid3010.240609,2024,"Respiratory Syncytial Virus Prevalence and Risk Factors among Healthy Term Infants, United States",,,
10.3201/eid3010.240852,2024,Clustering of Polymorphic Membrane Protein E Clade in Chlamydia trachomatis Lineages from Men Who Have Sex with Men,,,
10.3201/eid3010.240159,2024,"Temporal Characterization of Prion Shedding in Secreta of White-Tailed Deer in Longitudinal Study of Chronic Wasting Disease, United States",,,
10.3201/eid3010.240719,2024,"Infectious Disease Physicians' Knowledge and Practices Regarding Wastewater Surveillance, United States, 2024",,,
10.3201/eid3010.231700,2024,"Associations between Minority Health Social Vulnerability Index Scores, Rurality, and Histoplasmosis Incidence, 8 US States",,,
10.3201/eid3010.240526,2024,"Rapid Increase in Seroprevalence of Borrelia burgdorferi Antibodies among Dogs, Northwestern North Carolina, USA, 2017-2021(1)",,,
10.3201/eid3010.240479,2024,"Investigation of a Human Case of Francisella tularensis Infection, United Kingdom, 2023",,,
10.3201/eid3010.240814,2024,"Oxacillinase-484-Producing Enterobacterales, France, 2018-2023",,,
10.3201/eid3010.240235,2024,"Bluetongue Virus in the Iberian Lynx (Lynx pardinus), 2010-2022",,,
10.3201/eid3010.240727,2024,"Prosthetic Valve Endocarditis Caused by Pasteurella dagmatis, Germany",,,
10.3201/eid3010.240124,2024,"Fort Sherman Virus Infection in Human, Peru, 2020",,,
10.3201/eid3010.241079,2024,"SARS-CoV-2 and Other Coronaviruses in Rats, Berlin, Germany, 2023",,,
10.3201/eid3010.240595,2024,"Evidence of Lineage 1 and 3 West Nile Virus in Person with Neuroinvasive Disease, Nebraska, USA, 2023",,,
10.3201/eid3010.240210,2024,"Economic Analysis of National Program for Hepatitis C Elimination, Israel, 2023(1)",,,
10.3201/eid3010.231399,2024,"Population Structure and Antimicrobial Resistance in Campylobacter jejuni and C. coli Isolated from Humans with Diarrhea and from Poultry, East Africa",,,
10.3201/eid3010.240245,2024,Pasteurella Infections in South Korea and Systematic Review and Meta-analysis of Pasteurella Bacteremia,,,
10.3201/eid3011.240729,2024,"Emerging Monkeypox Virus Sublineage C.1 Causing Community Transmission, Vietnam, 2023",,,
10.3201/eid3011.240764,2024,"Outbreak of Listeriosis Likely Associated with Baker's Yeast Products, Switzerland, 2022-2024",,,
10.3201/eid3010.240078,2024,"Fatal Renal Abscess Caused by Porphyromonas gingivalis and Subcapsular Hemorrhage, Japan",,,
10.3201/eid3010.240678,2024,"Circovirus Hepatitis in Immunocompromised Patient, Switzerland",,,
10.3201/eid3010.240173,2024,"Early Introductions of Candida auris Detected by Wastewater Surveillance, Utah, USA, 2022-2023",,,
10.3201/eid3010.240191,2024,"Age- and Sex-Specific Differences in Lyme Disease Health-Related Behaviors, Ontario, Canada, 2015-2022",,,
10.3201/eid3010.240084,2024,Virulence of Burkholderia pseudomallei ATS2021 Unintentionally Imported to United States in Aromatherapy Spray,,,
10.3201/eid3010.240917,2024,Chlorine Inactivation of Elizabethkingia spp. in Water,,,
10.3201/eid3010.240637,2024,"Correlation between Viral Wastewater Concentration and Respiratory Tests, Oregon, USA",,,
10.3201/eid3010.240821,2024,Establishment of Amblyomma maculatum Ticks and Rickettsia parkeri the Northeastern United States,,,
10.3201/eid3011.241132,2024,"Fatal Oropouche Virus Infections in Nonendemic Region, Brazil, 2024",,,
10.3201/eid3010.240292,2024,"Mpox Epidemiology and Vaccine Effectiveness, England, 2023",,,
10.3201/eid3010.240900,2024,"Oropouche Fever, Cuba, May 2024",,,
10.3201/eid3010.240665,2024,"Epidemiologic Quantities for Monkeypox Virus Clade I from Historical Data with Implications for Current Outbreaks, Democratic Republic of the Congo",,,
10.3201/eid3010.231728,2024,"Highly Pathogenic Avian Influenza A(H5N1) Virus Clade 2.3.4.4b Infections in Seals, Russia, 2023",,,
10.3201/eid3010.240583,2024,"Pathogenicity of Highly Pathogenic Avian Influenza A(H5N1) Viruses Isolated from Cats in Mice and Ferrets, South Korea, 2023",,,
10.3201/eid3010.241118,2024,Presumed Transmission of 2 Distinct Monkeypox Virus Variants from Central African Republic to Democratic Republic of the Congo,,,
10.3201/eid3010.241088,2024,"Spatiotemporal Epidemiology of Oropouche Fever, Brazil, 2015-2024",,,
10.3201/eid3010.240170,2024,"Dengue Virus Serotype 3 Origins and Genetic Dynamics, Jamaica",,,
10.3201/eid3010.240460,2024,"Highly Pathogenic Avian Influenza A Virus in Wild Migratory Birds, Qinghai Lake, China, 2022",,,
10.3201/eid3009.240118,2024,"Recognition of Antifungal-Resistant Dermatophytosis by Infectious Diseases Specialists, United States",,,
10.3201/eid3009.240082,2024,"Use of Open-Source Epidemic Intelligence for Infectious Disease Outbreaks, Ukraine, 2022",,,
10.3201/eid3009.240475,2024,"Mortality Rate and Cause of Death in Adults with Extrapulmonary Nontuberculous Mycobacteria Infection, Denmark",,,
10.3201/eid3009.240615,2024,Non-HIV Immunocompetent Patient with COVID-19 and Severe Pneumocystis jirovecii Pneumonia Co-Infection,,,
10.3201/eid3009.240679,2024,"Thelazia callipaeda Eyeworms in American Black Bear, Pennsylvania, USA, 2023",,,
10.3201/eid3009.240454,2024,"Epidemiology of Lyme Disease Diagnoses among Older Adults, United States, 2016-2019(1)",,,
10.3201/eid3009.231595,2024,"Emerging Leishmania donovani Lineages Associated with Cutaneous Leishmaniasis, Himachal Pradesh, India, 2023",,,
10.3201/eid3009.240238,2024,"Molecular Confirmation of Taenia solium Taeniasis in Child, Timor-Leste",,,
10.3201/eid3009.240640,2024,"Participatory, Virologic, and Wastewater Surveillance Data to Assess Underestimation of COVID-19 Incidence, Germany, 2020-2024",,,
10.3201/eid3009.240259,2024,"Effects of Rotavirus Vaccination Coverage among Infants on Hospital Admission for Gastroenteritis across All Age Groups, Japan, 2011-2019",,,
10.3201/eid3009.231692,2024,"Morphologic and Molecular Identification of Human Ocular Infection Caused by Pelecitus Nematodes, Thailand",,,
10.3201/eid3009.240510,2024,"Retrospective Seroprevalence of Orthopoxvirus Antibodies among Key Populations, Kenya",,,
10.3201/eid3009.231604,2024,"Fatal Case of Naegleria fowleri Primary Amebic Meningoencephalitis from Indoor Surfing Center, Taiwan, 2023",,,
10.3201/eid3009.240419,2024,"Association of Intestinal Helminthiasis with Disseminated Leishmaniasis, Brazil",,,
10.3201/eid3009.240278,2024,"Clinical Aspects and Disease Severity of Streptococcus dysgalactiae Subspecies equisimilis Bacteremia, Finland(1)",,,
10.3201/eid3009.240468,2024,"Ecologic, Geoclimatic, and Genomic Factors Modulating Plague Epidemics in Primary Natural Focus, Brazil",,,
10.3201/eid3009.231073,2024,"Mosquitoes as Vectors of Mycobacterium ulcerans Based on Analysis of Notifications of Alphavirus Infection and Buruli Ulcer, Victoria, Australia",,,
10.3201/eid3009.231415,2024,"Zoonotic Mansonella ozzardi in Raccoons, Costa Rica, 2019-2022",,,
10.3201/eid3009.240095,2024,"Clinical Significance, Species Distribution, and Temporal Trends of Nontuberculous Mycobacteria, Denmark, 1991-2022",,,
10.3201/eid3009.240556,2024,"Autochthonous Human Babesiosis Caused by Babesia venatorum, the Netherlands",,,
10.3201/eid3009.240378,2024,"Lower Microscopy Sensitivity with Decreasing Malaria Prevalence in the Urban Amazon Region, Brazil, 2018-2021",,,
10.3201/eid3009.240026,2024,Optimizing Disease Outbreak Forecast Ensembles,,,
10.3201/eid3009.240525,2024,"Confirmed Case of Autochthonous Human Babesiosis, Hungary",,,
10.3201/eid3009.231238,2024,"Autochthonous Leishmaniasis Caused by Leishmania tropica, Identified by Using Whole-Genome Sequencing, Sri Lanka",,,
10.3201/eid3009.240150,2024,Onward Virus Transmission after Measles Secondary Vaccination Failure,,,
10.3201/eid3009.240530,2024,"Molecular Epidemiology of Western Equine Encephalitis Virus, South America, 2023-2024",,,
10.3201/eid3009.231448,2024,"Medical Costs of Nontuberculous Mycobacterial Pulmonary Disease, South Korea, 2015-2019",,,
10.3201/eid3009.240853,2024,"SARS-CoV-2 Dynamics in the Premier League Testing Program, United Kingdom",,,
10.3201/eid3010.240632,2024,"One Health Investigation into Mpox and Pets, United States",,,
10.3201/eid3009.240075,2024,"Role of Direct Sexual Contact in Human Transmission of Monkeypox Virus, Italy",,,
10.3201/eid3009.240696,2024,Avian and Human Influenza A Virus Receptors in Bovine Mammary Gland,,,
10.3201/eid3009.240135,2024,"Mpox Epidemiology and Risk Factors, Nigeria, 2022",,,
10.3201/eid3009.231344,2024,"Powassan Virus Encephalitis after Tick Bite, Manitoba, Canada",,,
10.3201/eid3009.240065,2024,"Infection Rates and Symptomatic Proportion of SARS-CoV-2 and Influenza in Pediatric Population, China, 2023",,,
10.3201/eid3009.240356,2024,"Cocirculation of Genetically Distinct Highly Pathogenic Avian Influenza H5N5 and H5N1 Viruses in Crows, Hokkaido, Japan",,,
10.3201/eid3009.240372,2024,Formation of Single-Species and Multispecies Biofilm by Isolates from Septic Transfusion Reactions in Platelet Bag Model,,,
10.3201/eid3009.240557,2024,"Emergence of Extensively Drug-Resistant Neisseria gonorrhoeae, France, 2023",,,
10.3201/eid3008.240031,2024,"Fatal SARS-CoV-2 Infection among Children, Japan, January-September 2022(1)",,,
10.3201/eid3008.240007,2024,Scrapie versus Chronic Wasting Disease in White-Tailed Deer,,,
10.3201/eid3008.231710,2024,Systematic Review of Prevalence of Histoplasma Antigenuria in Persons with HIV in Latin America and Africa,,,
10.3201/eid3008.240529,2024,"Metagenomic Detection of Bacterial Zoonotic Pathogens among Febrile Patients, Tanzania, 2007-2009(1)",,,
10.3201/eid3008.240410,2024,"Real-Time Enterovirus D68 Outbreak Detection through Hospital Surveillance of Severe Acute Respiratory Infection, Senegal, 2023",,,
10.3201/eid3008.230981,2024,"ST913-IVa-t991 Methicillin-Resistant Staphylococcus aureus among Pediatric Patients, Israel",,,
10.3201/eid3008.240145,2024,"Infective SARS-CoV-2 in Skull Sawdust at Autopsy, Finland",,,
10.3201/eid3008.240036,2024,"Crimean-Congo Hemorrhagic Fever Virus Kinetics in Serum, Saliva, and Urine, Iran, 2018",,,
10.3201/eid3008.231671,2024,"Retrospective Study of Infections with Corynebacterium diphtheriae Species Complex, French Guiana, 2016-2021",,,
10.3201/eid3008.240252,2024,"Vibrio mimicus Lineage Carrying Cholera Toxin and Vibrio Pathogenicity Island, United States and China",,,
10.3201/eid3008.240225,2024,"Wastewater Surveillance to Confirm Differences in Influenza A Infection between Michigan, USA, and Ontario, Canada, September 2022-March 2023",,,
10.3201/eid3008.231596,2024,"Macrolide-Resistant Mycoplasma pneumoniae Infections among Children before and during COVID-19 Pandemic, Taiwan, 2017-2023",,,
10.3201/eid3008.240139,2024,"Surge in Ceftriaxone-Resistant Neisseria gonorrhoeae FC428-Like Strains, Asia-Pacific Region, 2015-2022",,,
10.3201/eid3008.240089,2024,"Characterization of Influenza D Virus Reassortant Strain in Swine from Mixed Pig and Beef Farm, France",,,
10.3201/eid3008.240019,2024,Hepatitis B Virus Reactivation after Switch to Cabotegravir/Rilpivirine in Patient with Low Hepatitis B Surface Antibody,,,
10.3201/eid3008.240484,2024,Transmission and Surveillance of Rat Hepatitis E Virus in Swine,,,
